id;NameAr;nameEn;cityId;neCoordinates;swCoordinates;;
544;الفيصلية;al faisaliyah;3417; '17.52771878;44.20710003';; 
545;شرق الضباط;sharq ad dubat;3417; '17.55048518;44.22479940';; 
546;الخالدية;al khalidiyah;3417; '17.55047160;44.25467908';; 
547;مخطط العريسة الشمالي;al araysah ash shamali subdivision;3417; '17.56797941;44.32229968';; 
548;مخطط العريسة الجنوبي;al araysah al janubi subdivision;3417; '17.56716622;44.32688059';; 
549;الضباط;ad dubat;3417; '17.53523106;44.21401550';; 
550;شمال الضباط;shamal ad dubat;3417; '17.53902288;44.21330911';; 
551;الاملاح;al amlah;3417; '17.54144858;44.20003106';; 
552;الجربة;al jurbah;3417; '17.48372600;44.16025589';; 
553;القابل;al qabil;3417; '17.50680466;44.19122336';; 
554;مخطط رجلا الشمالية الزراعي;rajla ash shamaliyah agricultural subdivision;3417; '17.51922865;44.24402707';; 
555;مخطط رجلا الجنوبية الزراعي;rajla al janubiyah agricultural subdivision;3417; '17.50217321;44.24876085';; 
556;مخطط الحصين الزراعي;al husayn agricultural subdivision;3417; '17.51076802;44.22021284';; 
557;مخطط نهوفة الزراعي;nahufah agricultural subdivision;3417; '17.46607173;44.14150907';; 
558;مخطط شعب رير السكني;shaib rir residential subdivision;3417; '17.47843089;44.17679338';; 
560;مخططات الغويلا الزراعية;al ghuwayla agricutural subdivision;3417; '17.63707544;44.57405230';; 
561;الفهد;al fahd;3417; '17.58011411;44.23591150';; 
562;المخيم;al mukhayam;3417; '17.56922863;44.22813980';; 
563;المفرق;al mafraq;3417; '17.55942223;44.24448474';; 
564;مخطط ابن جارالله السكني;ibn jarullah residential subdivision;3417; '17.56552310;44.25434117';; 
565;مخطط الاثايبة الشمالية الزراعي;al athaybah ash shamaliyah  agricultural subdivision;3417; '17.57626689;44.28113043';; 
566;شمال الفهد;shamal al fahd;3417; '17.58942809;44.23944713';; 
567;بترومين;petromin;1; '28.48066920;36.53150983';; 
569;اسكان قوى الامن العام;general security force housing;1; '28.51150097;36.51496545';; 
570;منطقة الزراعية;agricultura area;1; '28.49770796;36.69320360';; 
571;ثول;thuwal;1879; '22.30095612;39.13946030';; 
572;جامعة الملك عبدالله للعلوم والتقنية;king abdullah university of science and technology;1879; '22.33369087;39.13598252';; 
573;رغدان;raghadan;1542; '20.04362883;41.45363361';; 
574;الربوة;ar rabwah;483; '24.09586808;38.07388554';; 
575;ابو سليم;abu salim;880; '24.08480886;45.28566785';; 
576;السلام;as salam;880; '24.07136224;45.28445686';; 
577;الجزيرة;al jazirah;880; '24.08457050;45.29225122';; 
578;المروج;al muruj;880; '24.09668819;45.31046851';; 
579;الخليج;al khalij;880; '24.08859487;45.31124899';; 
580;الربوة;ar rabwah;880; '24.08151726;45.32104023';; 
581;الزهور;az zuhur;880; '24.06439704;45.29410940';; 
582;البساتين;al basatin;880; '24.06168302;45.27907529';; 
583;الواحة;al wahah;880; '24.05059656;45.26591837';; 
584;الديرة;ad dirah;880; '24.05135775;45.25566959';; 
585;الخالدية;al khalidiyyah;1073; '24.02111635;47.17737834';; 
586;الشفاء;ash shifa;1073; '23.99684982;47.13171945';; 
587;السليمانية;as sulaymaniyah;1073; '23.96639782;47.12409815';; 
588;سدير;sudayr;1073; '23.97836015;47.12307311';; 
590;البركة;al barakah;1061; '24.10576018;47.23652152';; 
591;عباثر;abathir;483; '24.05003167;38.20370610';; 
592;المحارة;al maharah;483; '24.05431901;38.13203644';; 
593;المنتزة;al muntazah;1061; '24.16895313;47.33430183';; 
594;الصناعية الجديدة;new industrial area;1061; '24.18554780;47.37496016';; 
595;السليمانية;as sulaymaniyah;1061; '24.15760830;47.31552839';; 
596;الصفاء;as safa;1061; '24.18452672;47.28598831';; 
597;البرج;al burj;1061; '24.16661327;47.30574127';; 
599;السلام;as salam;1061; '24.16350364;47.32537698';; 
600;الرفيعة;ar rafiah;1061; '24.19105350;47.28212756';; 
601;اليمامة;al yamamah;1061; '24.19418696;47.32359591';; 
602;الريان;ar rayyan;483; '24.14092871;38.11891664';; 
603;الديار;ad diyar;483; '24.10915612;38.08834015';; 
604;العصيلي;al usaylai;483; '24.11266842;38.08196884';; 
605;السميري;as sumayri;483; '24.10833797;38.06583526';; 
606;الامارة;al amarah;483; '24.09432295;38.04666842';; 
607;رضوى النقادي;radwa an naqadi;483; '24.13869501;38.15734459';; 
608;شجوى;shajwa;483; '24.13824601;38.12923414';; 
609;الصفا;as safa;483; '24.12749717;38.14387035';; 
610;المنتزه;al muntazah;483; '24.12130011;38.12224531';; 
611;المبارك;al mubarak;483; '24.13171631;38.11045651';; 
612;البحيرة;al buhayrah;483; '24.08460352;38.10071200';; 
613;الجامعة العربية;al jamiah al arabiyah;483; '24.10084744;38.10314584';; 
614;الحازم;al hazim;1542; '20.03393951;41.45191415';; 
615;النهضة;an nahdah;483; '24.11544525;38.04703463';; 
616;مشرفة;mishrifah;483; '24.12246773;38.08397848';; 
617;المشهد;al mashhad;483; '24.12193492;38.06349466';; 
618;البندر;al bandar;483; '24.10801127;38.04029398';; 
619;الشربتلي;ash sharbatli;483; '24.09214061;38.05735522';; 
620;الصريف;as suraif;483; '24.08727311;38.05095517';; 
621;الصهاريج;as saharij;483; '24.09546280;38.06754287';; 
622;الاصالة;al asalah;483; '24.09302764;38.07464332';; 
623;الخريق;al khurik;483; '24.08539065;38.06509017';; 
624;الزهور;az zuhur;483; '24.08719647;38.05973610';; 
625;السور;as sur;483; '24.08212611;38.06299892';; 
627;الشروق;ash shuruq;483; '24.09748541;38.08519217';; 
628;شهبة;shuhbah;1542; '20.03178852;41.47201284';; 
629;التاخي;attaakhi;483; '24.11073048;38.11268669';; 
630;المجد;al majd;483; '24.07583448;38.10862615';; 
631;الواحة;al wahah;483; '24.08290722;38.11187993';; 
632;الصواري;as sawari;483; '24.07256252;38.12034678';; 
633;الاضواء;al adwa;483; '24.08494708;38.14370798';; 
634;المسرة;al masarrah;483; '24.08149530;38.12331993';; 
635;الربيع;ar rabi;483; '24.08093897;38.13120780';; 
636;المرجان;al murjan;483; '24.05998860;38.11776661';; 
637;الياقوت;al yaqut;483; '24.06766384;38.12818022';; 
638;اللؤلؤ;al lulu;483; '24.06440948;38.13594538';; 
639;الجامعة;al jamiah;483; '24.05724991;38.18010929';; 
640;الحرس الوطني;al haras al watani;483; '24.09469405;38.17231235';; 
641;النبراس;an nibras;483; '24.06596991;38.18461317';; 
642;عدان;adan;483; '24.05514727;38.19200333';; 
643;السناف;as sinaf;483; '24.06618567;38.20882119';; 
644;المشيريف;al mushayrif;483; '24.04496193;38.18624759';; 
645;الجار;al jar;483; '24.03616220;38.18013063';; 
646;البثنة;al bathnah;483; '24.01218007;38.18496936';; 
647;العيون;al uywn;483; '24.02074170;38.18588631';; 
648;النخيل;an nakhil;483; '24.02225689;38.19808942';; 
649;السويق;as suwayq;483; '24.05530004;38.23288782';; 
650;الداسمة;dasimah;483; '24.04497877;38.22375279';; 
651;العزيزية;al aziziyyah;483; '24.04023193;38.19878450';; 
652;المهن;al mihan;483; '24.04475610;38.24205966';; 
653;النواة;an nawah;483; '24.01921326;38.23607779';; 
654;الراعب;al raib;1542; '20.01700226;41.48079442';; 
655;الزرقاء;az zarqa;1542; '20.02151871;41.45854893';; 
656;الظفير;adh dhafir;1542; '20.01026441;41.48360814';; 
657;وسط المدينة;towen center;1542; '20.01269207;41.47238790';; 
658;رضوى;radwa;483; '24.01090872;38.21316901';; 
659;عين النوى;ayn an nawa;483; '23.99834320;38.21377823';; 
660;الفهد;al fahd;483; '24.00426037;38.19947373';; 
661;الصبح;as subh;483; '23.99712824;38.20368593';; 
662;النهضة;an nahdah;483; '23.98816933;38.21063568';; 
663;منطقة الصناعات الخفيفة;light industrial park;483; '24.02707097;38.27530597';; 
664;الصواري;as sawari;483; '24.03705310;38.25142207';; 
665;الحوراء;al hawra;483; '24.10592710;38.05475494';; 
666;مطار ينبع الاقليمي;yanbu domestic airport;483; '24.16305031;38.09357606';; 
667;الباهر;al bahir;1542; '20.01761179;41.46495037';; 
668;الحاوية;al hawiyah;1542; '20.01940371;41.47290792';; 
669;مخطط نيف الدرزي;nayf durzi;2237; '29.86488683;40.21708140';; 
670;جنوب غرب قارا;southwestern qara;2237; '29.87611756;40.22083206';; 
671;شمال قارا;north qara;2237; '29.89783301;40.22979709';; 
672;مخطط الامل;al amal subdivsion;2237; '29.90280200;40.22118481';; 
673;مخطط المنح الخاصة;al minah;2237; '29.86997567;40.22609389';; 
674;قارا;qara;2237; '29.88723481;40.23851159';; 
675;مخطط الفيصلي;al faisaliyyah subdivision;2237; '29.94096487;40.19175738';; 
676;الطوير;at tuwair;2237; '29.92801317;40.21086351';; 
677;المحمدية ا;al muhammadiyah a;2237; '29.95784458;40.20813424';; 
678;المحمدية د;al muhammadiyah d;2237; '29.95601285;40.21974201';; 
679;الشلهوب;ash shalhub;2237; '29.97081521;40.21652232';; 
680;مخطط الصناعية;as sinaiyah subdivision;2237; '29.97998234;40.22599597';; 
681;المطر;al matr;2237; '29.98012829;40.21656787';; 
682;السوق;as suq;2237; '29.99356555;40.21658774';; 
683;الخالدية;al khalidiyyah;1061; '24.14294361;47.29751698';; 
684;الخزامى;al khuzama;1061; '24.14965392;47.29297218';; 
685;العزيزية;al aziziyyah;1061; '24.15437053;47.30325835';; 
686;مشرف;mishrif;1061; '24.12064354;47.29171630';; 
687;الراشدية;ar rashidiyyah;1061; '24.10525485;47.24536260';; 
688;مخطط السليمانية;as sulaimaniyyah;2237; '29.98189685;40.19172342';; 
689;مخطط كساب المويشير;kassab al muwayshir;2237; '29.97612646;40.19029455';; 
690;الضلع;al dil;2237; '29.99472952;40.21108451';; 
691;المعاقلة;al muaqilah;2237; '29.98906507;40.21095216';; 
692;الشعيب;ash shuaib;2237; '29.99467635;40.22362728';; 
693;مخطط غرب الاقليمي;west regional road subdivision;2237; '30.01464532;40.22350444';; 
694;شمال مقبرة اللقائط;north of al laqait cemetery;2237; '30.00209339;40.23410483';; 
695;مخطط الصديق;as siddiq subdivsion;2237; '29.98359219;40.23986730';; 
696;الروابي;ar rawabi;2237; '29.98370174;40.26413537';; 
697;اللقائط;al laqait;2237; '30.00374581;40.26357763';; 
698;المنيفية;al munyfiyah;1061; '24.18597657;47.29910472';; 
699;الناصفة;an nasifah;1061; '24.20139602;47.29604440';; 
700;البديعة;al badiah;1061; '24.20535571;47.30706880';; 
701;المنصورة;al mansurah;1061; '24.18401772;47.34655974';; 
702;النهضة;an nahdah;1061; '24.16361969;47.34405653';; 
703;النزهة;an nuzhah;1061; '24.17214516;47.35837609';; 
704;الريان;ar rayyan;1061; '24.15711326;47.33667543';; 
705;الاندلس;al andalus;1061; '24.15902668;47.35587279';; 
706;الفيصلية;al faysaliyyah;1061; '24.17163227;47.36321641';; 
707;الزاهر;az zahir;1061; '24.15630662;47.37787197';; 
708;منطقة صناعية;industrial area;1061; '24.25341403;47.76517316';; 
709;السعيدان;as saydan;1073; '24.02670751;47.13796787';; 
710;السماري;as samari;1073; '24.02551550;47.14391328';; 
711;العويمرية;al uwaymiriyah;1073; '24.00022219;47.14452502';; 
712;الصحنة;al sahnah;1073; '23.99545580;47.13974543';; 
713;العذراء;al adhra;1073; '23.99538286;47.15539534';; 
714;الديرة;ad dirah;1073; '23.99677394;47.16524817';; 
715;الناصرية;an nasariyah;1073; '23.99258110;47.17174751';; 
716;الصناعية;as sanaiyyah;880; '24.07052148;45.32301074';; 
717;الورود;al wurud;880; '24.06822787;45.30467798';; 
718;الحزم;al hazm;880; '24.04636181;45.25490252';; 
719;الجفونية;al jaffuniyyah;880; '24.04837167;45.25779439';; 
720;الضريب;ad darib;880; '24.04654066;45.25258931';; 
721;العالية;al aliyah;1061; '24.18220082;47.36375457';; 
722;مخطط الزهور;az zuhur subdivision;2237; '29.92792745;40.21454537';; 
723;المحمدية م;al muhammadiyah g;2237; '29.93139553;40.20483738';; 
724;المروج;al muruj;2237; '29.98282221;40.25051461';; 
725;الروضة;ar rawdah;2237; '29.99052303;40.26807131';; 
726;مخطط القديم;old subdivision;2237; '29.97574805;40.20594508';; 
727;المنح الخاصة;al minah al khassah;2237; '29.95302389;40.19671557';; 
728;العزيزية;al aziziyyah;2237; '29.96570091;40.19099443';; 
729;النسيم;an nasim;483; '24.09075336;38.07000666';; 
730;الحدائق;al hadaiq;483; '24.08913193;38.06441362';; 
731;القاد;al qad;483; '24.07850516;38.06055414';; 
732;الصاعيدة;as saaydah;483; '24.08385508;38.06109826';; 
734;السميري;as sumayri;483; '24.02627015;38.22564280';; 
736;الفيصل;al faysal;483; '24.03501921;38.21632883';; 
737;الخالد;al khalid;483; '24.00968234;38.19866474';; 
738;المنطقة الصناعية;industrial area;483; '24.01131320;38.35218076';; 
739;المطار;al matar;2237; '29.79950044;40.12973265';; 
740;الربوة;ar rabwah;2237; '29.96233379;40.18379700';; 
741;المحمدية ب;al muhammadiyah b;2237; '29.95183714;40.20580602';; 
742;المحمدية و;al muhammadiyah f;2237; '29.94509725;40.20341567';; 
743;المحمدية ه;al muhammadiyah e;2237; '29.94267230;40.21762657';; 
744;المحمدية ن;al muhammadiyah h;2237; '29.93492798;40.19797620';; 
745;مخطط السليمانية;as sulaimaniyyah;2237; '29.98610136;40.19345326';; 
746;مخطط العروبة;al urubah subdivision;2237; '30.01463287;40.22100518';; 
747;مخطط كريم الدرزي;karim durzi subdivsion;2237; '29.85342839;40.20039808';; 
748;الورود;al wurud;3161; '23.50039114;46.88510442';; 
749;خضار;khudar;3161; '23.55197633;46.85014739';; 
750;الباطن;al batin;3161; '23.53448219;46.84555522';; 
751;النهضة;an nahdah;3161; '23.51640211;46.86207213';; 
752;الشعيب;ash shuaib;3161; '23.52941646;46.80228597';; 
753;زياد;ziyad;3161; '23.51577641;46.84180049';; 
754;الفرعة;al farah;3161; '23.50536186;46.82303781';; 
755;التضامن;al tdhamun;3161; '23.49805367;46.87465761';; 
756;المنار;al manar;3161; '23.48657052;46.87911258';; 
757;المجد;al majd;3161; '23.49841883;46.89254317';; 
758;المصيف;al masiaf;3161; '23.48313975;46.88413315';; 
759;الصدر;al sadr;3161; '23.48625703;46.85323498';; 
760;المحمدية;al muhammadiyah;3161; '23.50796648;46.91106363';; 
761;السلام;as salam;3161; '23.50673755;46.88138423';; 
762;الحلة;al hilah;3161; '23.50152663;46.86164800';; 
763;حطين;hitien;270; '26.33160621;44.88386173';; 
764;قرطبة;qurtubah;270; '26.32787893;44.84829584';; 
765;الفيصلية;al faysaliyyah;270; '26.29381103;44.80227961';; 
766;العزيزية;al aziziyyah;270; '26.30791387;44.81581629';; 
767;القدس;al quds;270; '26.30285889;44.80443815';; 
768;الخالدية;al khalidiyyah;270; '26.29910313;44.82502726';; 
769;الروضة;ar rawdah;270; '26.29355830;44.82543596';; 
770;الربوة;al rabwah;270; '26.32162682;44.88754024';; 
771;الريان;ar riyan;270; '26.31258863;44.89140458';; 
772;النهضة;an nahdah;270; '26.30325950;44.89658282';; 
773;مرخ;margh;270; '26.29072488;44.89991217';; 
774;الصناعية;as sanaiyyah;270; '26.31000430;44.88501874';; 
775;بدر;badr;270; '26.32470787;44.87421892';; 
776;احد;uhd;270; '26.30964224;44.86842516';; 
777;طويق;tuwik;270; '26.32200407;44.86430249';; 
778;الفاروق;al farouq;270; '26.31274974;44.83098581';; 
779;الصديق;as sediq;270; '26.30571887;44.83570287';; 
780;اليرموك;al yarmok;270; '26.32137475;44.82520710';; 
781;الفالح;al falih;270; '26.28533870;44.84117575';; 
782;اليمامة;al yamamah;270; '26.34072056;44.80356822';; 
783;علقة;alkah;270; '26.34623675;44.79459643';; 
784;الدرعية;al deriyah;270; '26.35684862;44.79214217';; 
785;المنتزة;al muntazah;270; '26.34170549;44.87979962';; 
786;الاندلس;al andalus;270; '26.30541541;44.85016980';; 
787;سمنان ;semnan;270; '26.29953522;44.85992530';; 
788;السلام;as salam;270; '26.32702224;44.83909870';; 
789;السيح;as sieh;270; '26.34454407;44.82209509';; 
790;عريعرة;urierah;270; '26.34831607;44.82991702';; 
791;مخطط الموسى;al musa subdivision;62; '18.34162972;42.78209436';; 
792;سكن القاعدة الجوية;airforce housing;62; '18.29601423;42.83921726';; 
793;الرونه;ar runah;62; '18.25881250;42.82032019';; 
794;الشفاء;ash shifa;62; '18.27789114;42.75059782';; 
795;ذلالة;dhalalah;62; '18.25658292;42.77447050';; 
796;الرصراص;ar rasras;62; '18.26308326;42.79093738';; 
797;سكن المدينة العسكرية;military city housing;62; '18.24074938;42.79863694';; 
798;سكن مجموعة اللواء الرابع عشر;14th brigade housing;62; '18.27016570;42.86697175';; 
799;الرونه;ar runah;65; '18.23537214;42.83784088';; 
800;المدينة العسكرية;military city;65; '18.22398659;42.82128720';; 
801;الهر ير;al harir;62; '18.28315935;42.78041856';; 
802;الزمرد;az zomorod;18; '21.81019614;39.08312351';; 
803;اللؤلؤ;al loaloa;18; '21.78494189;39.07818787';; 
804;الياقوت;al yaqoot;18; '21.80175447;39.10121334';; 
805;الصوارى;as swaryee;18; '21.81124821;39.12316556';; 
806;الامواج;al amwaj;18; '21.76326792;39.09019434';; 
807;الشراع;ash sheraa;18; '21.78035652;39.11350166';; 
808;الفردوس;al ferdous;18; '21.79613266;39.13815674';; 
809;الفلاح;al falah;18; '21.79783496;39.20873736';; 
810;الاصالة;al asalah;18; '21.78748464;39.17488378';; 
811;مريخ;mraykh;18; '21.56102587;39.31597903';; 
812;الشروق;ash shrouk;18; '21.57878926;39.30967023';; 
813;الامير فواز الشمالى;al amir fawaz ash shamaly;18; '21.44406446;39.31288663';; 
814;الرياض;ar riyadh;18; '21.90629674;39.21379674';; 
815;الفروسية;al frosyah;18; '21.85230876;39.22543173';; 
816;الرحمانية;ar rahmanyah;18; '21.81213608;39.23819238';; 
817;الصالحية;as salhiyah;18; '21.78100989;39.24834192';; 
818;الحمدانية;al hamadaniyah;18; '21.77517868;39.21241381';; 
819;الريان;ar rayaan;18; '21.71139410;39.22391100';; 
820;ام حبلين;um hableen;18; '21.75624255;39.27197936';; 
821;بريمان;bryman;18; '21.68780972;39.28683836';; 
822;المنتزة;al montazah;18; '21.61973743;39.30285361';; 
823;الثعالبة;ath thaalibah;18; '21.46990665;39.19444777';; 
824;البلد;al balad;18; '21.49225203;39.20069184';; 
825;الفاروق;al farouk;18; '21.46032449;39.28389864';; 
826;العدل;al adel;18; '21.45225013;39.30612158';; 
827;الهنداوية;al hindawiyah;18; '21.47851768;39.19946169';; 
828;المحجر;al mahjar;18; '21.44953485;39.23566786';; 
829;النهضة;an nahdah;18; '21.63186724;39.14197755';; 
830;الخالدية;al khalidiyah;18; '21.57440585;39.14414745';; 
831;جامعة الملك عبدالعزيز;king abdul aziz university;18; '21.50252364;39.26910998';; 
832;النخيل;an nakhil;18; '21.54639302;39.28586942';; 
833;البغدادية الشرقية;al baghdadiyah ash sharqiyah;18; '21.50374494;39.20426781';; 
834;النزلة الشرقية;an nazlah ash sharqiyah;18; '21.48147263;39.23016101';; 
835;البوادي;al bawadi;18; '21.61575122;39.17783507';; 
836;السلامة;as salamah;18; '21.61359833;39.16620961';; 
837;الثغر;ath thaghr;18; '21.48671441;39.24428681';; 
838;الشرفية;ash sharafiyah;18; '21.53163454;39.19443472';; 
839;قاعدة الملك فيصل البحرية;king faisal naval base;18; '21.41025032;39.20032062';; 
840;الشفا;ash shefaa;18; '21.42243270;39.35191950';; 
841;السنابل;as sanabel;18; '21.41028239;39.29699874';; 
842;الهدى;al hada;18; '21.39303404;39.32255132';; 
843;التضامن;at tadamon;18; '21.37501866;39.33941707';; 
844;الكرامة;al karamah;18; '21.32292574;39.33404851';; 
845;الرحمة;ar rahmah;18; '21.28670314;39.32617808';; 
846;البركة;al barakah;18; '21.28639590;39.29767654';; 
847;المسرة;al masarah;18; '21.28602767;39.26488001';; 
848;المليساء;al moulysaa;18; '21.28553918;39.23364057';; 
849;القوزين;al qouzeen;18; '21.28469846;39.19405598';; 
850;الوادي;al wadi;18; '21.33303849;39.19337653';; 
851;الفضيلة;al fadeylah;18; '21.32778979;39.29724636';; 
852;التعاون;at taawon;18; '21.37342266;39.27996684';; 
853;السروات;as sarawat;18; '21.37663315;39.23732379';; 
854;الخمرة;al khomrah;18; '21.37634227;39.26215084';; 
855;الضاحية;ad dahiah;18; '21.33079105;39.23305615';; 
856;القرينية;al qryniah;18; '21.32727895;39.26302014';; 
857;النزلة اليمانية;an nazlah al yamaniyah;18; '21.48387115;39.22310302';; 
858;النسيم;an nasim;18; '21.53166120;39.25328015';; 
859;القريات;al quraiyat;18; '21.47323958;39.20835370';; 
860;غليل;ghulail;18; '21.45857485;39.21757584';; 
861;الكندرة;al kandarah;18; '21.50146530;39.20900588';; 
862;العمارية;al ammariyah;18; '21.49597573;39.19879415';; 
863;الصحيفة;as sahifah;18; '21.49112988;39.20058565';; 
864;السبيل;as sabil;18; '21.48588109;39.20851707';; 
865;الروضة;ar rawdah;18; '21.58067828;39.17459660';; 
866;بنى مالك;bani malik;18; '21.54024746;39.24189256';; 
867;الفيصلية;al faisaliyah;18; '21.58692970;39.20293977';; 
868;الرحاب;ar rihab;18; '21.56765383;39.23921211';; 
869;العزيزية;al aziziyah;18; '21.56384284;39.21613464';; 
870;مشرفة;mishrifah;18; '21.54841841;39.21871208';; 
871;الورود;al wurud;18; '21.52642894;39.21817551';; 
872;الواحة;al wahah;18; '21.57257195;39.25855909';; 
873;ابرق الرغامة;abruq ar rughamah;18; '21.52156984;39.32270712';; 
874;السليمانية;as sulimaniyah;18; '21.51197225;39.26082338';; 
875;الساحل;as sahil;18; '21.33560498;39.15559065';; 
876;البشائر;al bashaer;18; '21.82848579;39.19937472';; 
877;المحمدية;al muhammadiyah;18; '21.67060671;39.14499270';; 
878;الكوثر;al kawthar;18; '21.74450828;39.22269967';; 
879;طيبة;taibah;18; '21.82618089;39.16004415';; 
880;النعيم;an naim;18; '21.64436420;39.15639298';; 
881;البساتين;al basatin;18; '21.70873208;39.12969066';; 
882;الربوة;ar rabwah;18; '21.61937183;39.19933775';; 
883;النزهة;an nuzhah;18; '21.63776281;39.18672865';; 
884;الصفا;as safa;18; '21.60792533;39.23192018';; 
885;المروة;al marwah;18; '21.63523317;39.22201930';; 
886;السامر;as samir;18; '21.59611493;39.26769486';; 
887;الاجواد;al ajwad;18; '21.61520937;39.27075012';; 
888;مطار الملك عبدالعزيز الدولي;king abdul aziz international airport;18; '21.77384413;39.21175055';; 
889;المنار;al manar;18; '21.61398388;39.25062661';; 
890;المنطقة الصناعية;industrial area;18; '21.42908854;39.26077713';; 
891;الامير عبدالمجيد;al amir abdoulmajed;18; '21.44606095;39.29540457';; 
892;الوزيريه;al waziriyah;18; '21.45557428;39.25606022';; 
893;الجوهرة;al jawharah;18; '21.44896791;39.27002490';; 
894;الامير فواز الجنوبى;al amir fawaz al janouby;18; '21.44428847;39.31044840';; 
895;المتنزهات;al mutanazahat;18; '21.48833429;39.31033877';; 
896;الجامعة;al jamiah;18; '21.48715228;39.26368878';; 
897;الروابي;ar rawabi;18; '21.48833429;39.28003897';; 
898;الفضل;al fadel;18; '21.44939341;39.34993726';; 
899;ام السلم;um asalam;18; '21.48321247;39.34566186';; 
900;مدينة الملك عبدالعزيز الطبية;king abdul aziz medical city;18; '21.43246704;39.37259462';; 
901;البغدادية الغربية;al baghdadiyah al gharbiyah;18; '21.51027929;39.18759770';; 
902;ابحر الشمالية;abhur ash shamaliyah;18; '21.78340508;39.14871744';; 
903;الرويس;ar ruwais;18; '21.52908953;39.18300505';; 
904;بترومين;petromin;18; '21.46083962;39.20594801';; 
905;الاندلس;al andalus;18; '21.55554015;39.17766039';; 
906;ابحر الجنوبية;abhur al janubiyah;18; '21.77187384;39.15106167';; 
907;المرجان;al murjan;18; '21.71049442;39.11163681';; 
908;السرورية;as sororyah;18; '21.41201673;39.23154024';; 
909;الاجاويد;al ajaweed;18; '21.42543975;39.33349217';; 
910;الشاطئ;ash shati;18; '21.66437556;39.13030114';; 
911;مدائن الفهد;madain al fahd;18; '21.47416973;39.26116279';; 
912;الزهراء;az zahra;18; '21.61055414;39.14516084';; 
913;الحمراء;al hamra;18; '21.54147689;39.18032583';; 
914;الفيحاء;al faiha;18; '21.51147070;39.24046589';; 
915;حطين;hteen;80; '26.05810797;44.05777112';; 
916;سنام;snam;80; '26.05222676;44.03425845';; 
917;الروضة;ar rawdah;80; '26.04840108;44.01524633';; 
918;الدوحة;ad dawhah;80; '26.05054241;43.98626976';; 
919;الحاجب;al hajeb;80; '26.04629868;43.97030046';; 
920;الرمال;ar rimal;80; '26.06888169;43.95636557';; 
921;الحفيرة;al hufayrah;80; '26.09159045;43.94160701';; 
922;الصفا;as safa;80; '26.10236092;44.08106411';; 
923;الملك خالد;king khalid;80; '26.09814232;44.05307956';; 
924;الملك فهد;king fahd;80; '26.11768396;44.05592196';; 
925;الرياضى;ar riyadi;80; '26.10798120;44.07012760';; 
926;القيروان;al qirawan;80; '26.07210548;44.06216258';; 
927;غرناطة;ghirnatah;80; '26.06748506;44.04352846';; 
928;قرطبة;qurtubah;80; '26.06421919;44.02863339';; 
929;العقيق;al aqiq;80; '26.06315034;44.01722025';; 
930;الشفاء;ash shifa;80; '26.08569979;44.00997975';; 
931;المطار;airport;80; '26.09183627;44.00353454';; 
932;السليمانية;as sulimaniyah;80; '26.09278435;44.01902143';; 
933;الوسطى;al wusta;80; '26.08297870;44.01910120';; 
934;المنطقة الصناعية الثانية;industrial area no2 district;80; '26.08353962;44.02720080';; 
935;المنطقة الصناعية الاولى;industrial area no1 district;80; '26.09185663;44.02582788';; 
936;الخليج;al khalij;80; '26.09270421;44.03238257';; 
937;المستودعات;warehouse;80; '26.08331359;44.03596007';; 
938;الهداء;al hadaa;80; '26.10056902;43.99867094';; 
939;الصالحية;as salhiyah;80; '26.10587969;43.99917494';; 
940;المنتزة;al muntazah;80; '26.11879023;43.99934664';; 
941;اليرموك;al yarmuk;80; '26.12109889;43.98500626';; 
942;النسيم;an nasim;80; '26.12517345;43.97701440';; 
943;الرحمانية;ar rahmaniyah;80; '26.14112148;43.95941345';; 
944;دمشية;damshiah;80; '26.13518576;43.94594705';; 
945;المحمدية;al muhammadiyah;80; '26.11577840;43.94500081';; 
946;العبسة;al absiah;80; '26.15638503;43.95813575';; 
947;بدر;badr;80; '26.14308936;43.90860315';; 
948;الوهلان;al wahlan;80; '26.11781004;43.93063117';; 
949;مليحة;mlihah;80; '26.10625750;43.95999566';; 
950;مربيدة;marbidah;80; '26.10165800;43.97854523';; 
951;العليا;al ulaya;80; '26.11154395;43.96624150';; 
952;وسط المدينة;down town;80; '26.10860861;43.99018595';; 
953;الريان;ar rayan;80; '26.08618891;43.99254466';; 
954;الفاخرية;al fakhriyah;80; '26.07875177;43.99704757';; 
955;النقيلية;an nuqailiah;80; '26.06469750;43.98240528';; 
956;السحيمية;as suhaymiyyah;80; '26.07775259;43.97569933';; 
957;البديعة;al badiah;80; '26.08641532;43.97696382';; 
958;السلام;as salam;80; '26.08979247;43.96023822';; 
959;اشبيلية;ishbiliyah;80; '26.08297242;43.94963069';; 
960;العونية;al awniyah;80; '26.09177514;43.94204174';; 
961;الحمراء;al hamra;80; '26.03390342;43.98619289';; 
962;الفيحاء;al faiha;80; '26.05611496;44.00500664';; 
963;الذهبي;ad dahbi;80; '26.06187846;43.99069741';; 
964;الجامعي;al jamai;80; '26.12423972;44.08259060';; 
965;المروج;al muruj;80; '26.14204263;44.02780443';; 
966;اليمامة;al yamamah;80; '26.11659567;44.02442196';; 
967;القادسية;al qadisiyah;80; '26.11739020;44.01239134';; 
968;المنار;al manar;80; '26.10582862;44.02828188';; 
